URL,Loại BDS,Tiêu đề,Mức giá (triệu/m²),Địa chỉ chi tiết,Mức giá (triệu),Mức giá (Tỷ),Diện tích (m²),Số phòng ngủ,"Số phòng tắm, vệ sinh",Giấy tờ pháp lý,Nội thất (Cơ bản/ Đầy đủ/0),Số tầng,Mặt tiền (m),Đường vào (m),Hướng nhà,Hướng ban công,Xã/Phường,Quận/Huyện,"Địa chỉ (P,Q,TP)",Latitude,Longitude,Date
https://batdongsan.com.vn/ban-dat-duong-ngoc-thuy-phuong-ngoc-thuy/ui-gi-vua-re-vua-dep-the-nay-via-he-phan-lo-o-to-tranh-103m2-mt5-2m-16-8t-pr42419405,Đất,"Ui đất gì vừa rẻ vừa đẹp thế này! Đất Ngọc Thụy, vỉa hè, phân lô, ô tô tránh. 103m2 - MT5,2m 16,8tỷ",163.1067961,"Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội",16800.0,16.8,103.0,,,Có,Không có,,5.2,4.0,,,Phường Ngọc Thụy,Long Biên,"Phường Ngọc Thụy, Long Biên, Hà Nội",21.0607203,105.8743583,2025-03-23
https://batdongsan.com.vn/ban-dat-duong-pham-khac-quang-phuong-giang-bien-1/-tdc-view-cong-vien-90m2-mt-6m-xay-toa-nha-thang-may-vip-pr41954140,Đất,Đất TĐC Giang Biên - Phạm Khắc Quảng. View công viên 90m2 - MT 6m xây toà nhà thang máy vip,186.1111111,"Đường Phạm Khắc Quảng, Phường Giang Biên, Long Biên, Hà Nội",16750.0,16.75,90.0,,,Có,Không có,,6.0,8.0,,,Phường Giang Biên,Long Biên,"Phường Giang Biên, Long Biên, Hà Nội",21.0630495,105.916624,2025-03-14
https://batdongsan.com.vn/ban-dat-xa-an-thuong-1/b-lo-goc-105m-mat-tien-rong-22m-duong-18m-dv-doi-dien-hv-chinh-sach-sat-lien-khu8-pr42358935,Đất,"Bán lô góc 105m2 MT rộng 22m đường 18m đất DV An Thượng, đối diện HV Chính Sách. Sát liên khu8",158.974359,"Xã An Thượng, Hoài Đức, Hà Nội",16740.0,16.74,105.3,,,Có,Không có,,22.0,18.0,Tây - Nam,,Xã An Thượng,Hoài Đức,"Xã An Thượng, Hoài Đức, Hà Nội",20.9895318,105.7028457,2025-03-31
https://batdongsan.com.vn/ban-dat-duong-hoang-ngan-phuong-trung-hoa-4/hang-doc-90m-mt5m-ngo-oto-tranh-xay-nha-o-kinh-doanh-chdv-dong-tien-2ty-nam-pr42132727,Đất,Hàng độc! Hoàng Ngân - 90m2 MT 5m - ngõ oto tránh - xây nhà ở kinh doanh - CHDV dòng tiền 2 tỷ/năm,185.5555556,"Đường Hoàng Ngân, Phường Trung Hòa, Cầu Giấy, Hà Nội",16700.0,16.7,90.0,,,Có,Không có,,5.0,7.1,,,Phường Trung Hòa,Cầu Giấy,"Phường Trung Hòa, Cầu Giấy, Hà Nội",21.0070061,105.798248,2025-03-09
https://batdongsan.com.vn/ban-dat-duong-ngoc-thuy-phuong-ngoc-thuy/tdc-93m-mt6m-2-mat-lon-sat-cong-vien-chi-23ty-pr42274231,Đất,"TĐC Ngọc Thụy: 85m2 MT 6m đường rộng vỉa hè, sát công viên nhỉnh 16tỷ",195.2941176,"Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội",16600.0,16.6,85.0,,,Có,Không có,,6.0,11.0,,,Phường Ngọc Thụy,Long Biên,"Phường Ngọc Thụy, Long Biên, Hà Nội",21.0607203,105.8743583,2025-03-15
https://batdongsan.com.vn/ban-dat-duong-bui-xuong-trach-phuong-khuong-trung/manh-vang-tt-quan-thanh-xuan-pho-dt-101m-2tang-mt-7-7m-phu-hop-xay-ccmn-pr42415775,Đất,"Mảnh Đất Vàng TT Quận Thanh Xuân - Phố Bùi Xương Trạch -Dt 101m ,2tầng,mt 7,7m - Phù hợp xây CCMN",164.3564356,"Đường Bùi Xương Trạch, Phường Khương Trung, Thanh Xuân, Hà Nội",16600.0,16.6,101.0,,,Không có,Không có,,7.7,10.76,,,Phường Khương Trung,Thanh Xuân,"Phường Khương Trung, Thanh Xuân, Hà Nội",20.9973125,105.8222383,2025-03-13
https://batdongsan.com.vn/ban-dat-xa-van-con/ban-manh-310-m2-16-6-ty-canh-dai-lo-thang-long-di-bigc-10-phut-pr42475230,Đất,"Bán mảnh đất 310 m2, 16,6 tỷ cạnh Đại Lộ Thăng Long đi BigC 10 phút",53.5483871,"Xã Vân Côn, Hoài Đức, Hà Nội",16600.0,16.6,310.0,,,Có,Không có,,10.0,8.0,,,Xã Vân Côn,Hoài Đức,"Xã Vân Côn, Hoài Đức, Hà Nội",21.0029575,105.6687092,2025-03-19
https://batdongsan.com.vn/ban-dat-duong-hoa-thach-xa-hoa-thach/ban-manh-vang-tai-lac-co-hoi-dau-tu-sinh-loi-cao-pr42472898,Đất,Bán mảnh đất vàng tại Hoà Lạc cơ hội đầu tư sinh lời cao!,17.9956427,"Đường Hoà Thạch, Xã Hòa Thạch, Quốc Oai, Hà Nội",16520.0,16.52,918.0,,,Có,Không có,,15.0,7.0,Tây - Bắc,,Xã Hòa Thạch,Quốc Oai,"Xã Hòa Thạch, Quốc Oai, Hà Nội",20.9847795,105.5264604,2025-03-18
https://batdongsan.com.vn/ban-dat-pho-ke-ve-phuong-dong-ngac/ban-lang-co-o-to-vao-nha-145m-mt-9m-16-5-ty-pr42192349,Đất,"Bán đất làng cổ Đông Ngạc ô tô vào nhà 145m2 MT 9m 16,5 tỷ",113.7931034,"Phố Kẻ Vẽ, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",16500.0,16.5,145.0,,,Có,Không có,,9.0,4.0,,,Phường Đông Ngạc,Bắc Từ Liêm,"Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",21.0889891,105.7794632,2025-03-13
https://batdongsan.com.vn/ban-dat-duong-nguyen-chi-thanh-phuong-lang-ha/ban-dep-pho-q-dong-da-hn-130m2-mt-7m-16-ty-phat-tai-phat-loc-binh-an-pr42495381,Đất,"Bán đất đẹp phố Nguyễn Chí Thanh, Q.Đống Đa, HN. 130m2 MT 7m. 16 tỷ. Phát tài, phát lộc, bình an",126.9230769,"Đường Nguyễn Chí Thanh, Phường Láng Hạ, Đống Đa, Hà Nội",16500.0,16.5,130.0,,,Có,Không có,,7.0,5.2,,,Phường Láng Hạ,Đống Đa,"Phường Láng Hạ, Đống Đa, Hà Nội",21.0212424,105.8100297,2025-03-21
https://batdongsan.com.vn/ban-dat-duong-trau-quy-thi-tran-trau-quy/ban-trung-tam-phan-lo-via-he-o-to-tranh-view-trieu-do-dt126m-nhinh-16ty-pr42266603,Đất,Bán đất trung tâm Trâu Quỳ phân lô vỉa hè ô tô tránh view triệu đô DT126m nhỉnh 16tỷ,130.952381,"Đường Trâu Quỳ, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội",16500.0,16.5,126.0,,,Có,Không có,,6.0,8.1,,,Thị trấn Trâu Quỳ,Gia Lâm,"Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội",21.0208897,105.9393111,2025-03-18
https://batdongsan.com.vn/ban-dat-pho-nguyen-khiem-ich-thi-tran-trau-quy/ban-duong-phan-lo-o-to-tai-tranh-via-he-trung-tam-quan-dt126m-130tr-1m2-pr42288725,Đất,Bán đất đường Nguyễn Khiêm Ích phân lô ô tô tải tránh vỉa hè trung tâm quận DT 126m2 130tr/1m2,130.952381,"Phố Nguyễn Khiêm Ích, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội",16500.0,16.5,126.0,,,Có,Không có,,6.0,8.1,,,Thị trấn Trâu Quỳ,Gia Lâm,"Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội",21.0208897,105.9393111,2025-03-22
https://batdongsan.com.vn/ban-dat-duong-an-duong-vuong-phuong-dong-ngac/b-mat-dt-90m2-lh-pr42232263,Đất,Bán đất mặt đường An Dương Vương DT 90m2 LH 0986 529 ***,183.3333333,"Đường An Dương Vương, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",16500.0,16.5,90.0,,,Có,Không có,,5.0,30.0,,,Phường Đông Ngạc,Bắc Từ Liêm,"Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",21.0889891,105.7794632,2025-03-11
https://batdongsan.com.vn/ban-dat-duong-phuc-loi-phuong-phuc-loi/ban-tang-nha-cap-4-to-gia-dau-tu-ngo-pho-dt-90m2-gia-16-5-ty-pr42455783,Đất,Bán đất tặng nhà cấp 4 đường to giá đầu tư ngõ Phố Phúc Lợi DT 90m2. Giá 16.5 tỷ,183.3333333,"Đường Phúc Lợi, Phường Phúc Lợi, Long Biên, Hà Nội",16500.0,16.5,90.0,,,Có,Không có,,6.0,6.0,Tây - Bắc,,Phường Phúc Lợi,Long Biên,"Phường Phúc Lợi, Long Biên, Hà Nội",21.0441662,105.9189012,2025-03-17
https://batdongsan.com.vn/ban-dat-duong-bui-quoc-khai-phuong-hoang-liet/ban-phan-lo-lien-ke-90m2-khu-do-thi-tay-nam-linh-dam-pr42456415,Đất,Bán đất phân lô liền kề 90m2 khu đô thị Tây Nam Linh Đàm,183.3333333,"Đường Bùi Quốc Khái, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",16500.0,16.5,90.0,,,Có,Không có,,6.0,8.0,,,Phường Hoàng Liệt,Hoàng Mai,"Phường Hoàng Liệt, Hoàng Mai, Hà Nội",20.9587715,105.8241613,2025-03-28
https://batdongsan.com.vn/ban-dat-duong-xuan-la-phuong-xuan-la/ban-105-58m-o-to-dung-do-gia-16-5-ty-pr42433128,Đất,BÁN ĐẤT 105 XUÂN LA - 58M Ô TÔ DỪNG ĐỖ GIÁ 16.5 TỶ,284.4827586,"Đường Xuân La, Phường Xuân La, Tây Hồ, Hà Nội",16500.0,16.5,58.0,,,Có,Không có,,3.8,5.0,,,Phường Xuân La,Tây Hồ,"Phường Xuân La, Tây Hồ, Hà Nội",21.0684198,105.8072107,2025-03-14
https://batdongsan.com.vn/ban-dat-duong-co-linh-phuong-thach-ban-1/-nha-pho-long-bien-142-m2-mat-tien-5-2-m-6-m-gia-17-5-ty-pr42120907,Đất,"Cổ Linh Thạch Bàn Long Biên 158 m2 mặt tiền 5,3 m đường 6m. Giá 16,5 tỷ LH 0961 833 ***",104.4303797,"Đường Cổ Linh, Phường Thạch Bàn, Long Biên, Hà Nội",16500.0,16.5,158.0,,,Có,Không có,,5.3,6.0,Đông - Bắc,Đông - Bắc,Phường Thạch Bàn,Long Biên,"Phường Thạch Bàn, Long Biên, Hà Nội",21.0139477,105.9163017,2025-03-18
https://batdongsan.com.vn/ban-dat-phuong-hoang-liet/ban-dich-vu-tay-nam-linh-dam-pr42241846,Đất,Bán đất dịch vụ Tây Nam Linh Đàm,275.0,"Phường Hoàng Liệt, Hoàng Mai, Hà Nội",16500.0,16.5,60.0,,,Có,Không có,,5.0,13.0,Nam,,Phường Hoàng Liệt,Hoàng Mai,"Phường Hoàng Liệt, Hoàng Mai, Hà Nội",20.9587715,105.8241613,2025-02-25
https://batdongsan.com.vn/ban-dat-pho-phung-chi-kien-phuong-nghia-do-1/ban-gap-manh-phan-lo-48m2-o-to-vao-trong-nha-ngo-thong-thoang-khu-vip-pr42413020,Đất,"Bán gấp mảnh đất phân lô Phùng Chí Kiên, 48m2 ô tô vào trong nhà ngõ thông thoáng khu vip",343.75,"Phố Phùng Chí Kiên, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",16500.0,16.5,48.0,,,Có,Không có,,8.304324494949494,7.652945472249271,,,Phường Nghĩa Đô,Cầu Giấy,"Phường Nghĩa Đô, Cầu Giấy, Hà Nội",21.0398796,105.8051121,2025-03-13
https://batdongsan.com.vn/ban-dat-duong-xuan-la-phuong-xuan-la/-vang-105-tay-ho-60m-chi-16-5-ty-co-1-khong-2-pr42418391,Đất,"Đất vàng 105 Xuân La, Tây Hồ - 60m2 - chỉ 16,5 tỷ - có 1 không 2",275.0,"Đường Xuân La, Phường Xuân La, Tây Hồ, Hà Nội",16500.0,16.5,60.0,,,Có,Không có,,4.0,5.0,,,Phường Xuân La,Tây Hồ,"Phường Xuân La, Tây Hồ, Hà Nội",21.0684198,105.8072107,2025-03-13
https://batdongsan.com.vn/ban-dat-duong-duong-khue-phuong-mai-dich/ban-lo-goc-dt-55m2-via-he-3-o-to-tranh-kinh-doanh-da-nghanh-nghe-q-cau-giay-pr42438563,Đất,BÁN ĐẤT Lô góc dt 55m2 _VỈA HÈ _3 Ô TÔ Tránh _kinh doanh Đa nghành nghề_Dương Khuê _ Q Cầu Giấy .,300.0,"Đường Dương Khuê, Phường Mai Dịch, Cầu Giấy, Hà Nội",16500.0,16.5,55.0,,,Có,Không có,,5.0,12.0,,,Phường Mai Dịch,Cầu Giấy,"Phường Mai Dịch, Cầu Giấy, Hà Nội",21.0366695,105.7801355,2025-03-14
https://batdongsan.com.vn/ban-dat-duong-duong-khue-phuong-mai-dich/ban-tai-phan-lo-otto-tranh-via-he-55m2-mt-4-8m-pr42228159,Đất,"Bán đất hơn 16 tỷ, Dương Khuê, phân lô, ôtô tránh, vỉa hè - 55m2 - MT 4,8m",300.0,"Đường Dương Khuê, Phường Mai Dịch, Cầu Giấy, Hà Nội",16500.0,16.5,55.0,,,Có,Không có,,4.8,12.0,,,Phường Mai Dịch,Cầu Giấy,"Phường Mai Dịch, Cầu Giấy, Hà Nội",21.0366695,105.7801355,2025-03-15
https://batdongsan.com.vn/ban-dat-duong-xuan-la-phuong-xuan-la/ban-phan-lo-quan-doi-hang-xom-ngoai-giao-doan-tay-ho-tay-dien-tich-60m-gia-nhinh-18-ty-pr42346881,Đất,"Bán đất phân lô Quân Đội, hàng xóm Ngoại Giao Đoàn - Tây Hồ Tây. Diện tích 60m2. Giá nhỉnh 16tỷ",275.0,"Đường Xuân La, Phường Xuân La, Tây Hồ, Hà Nội",16500.0,16.5,60.0,,,Có,Không có,,4.0,3.3,,,Phường Xuân La,Tây Hồ,"Phường Xuân La, Tây Hồ, Hà Nội",21.0684198,105.8072107,2025-03-16
https://batdongsan.com.vn/ban-dat-xa-van-noi/ban-125m-truc-kinh-doanh-mat-pho-tri-mat-tien-8m-cuc-dep-pr42437873,Đất,Bán 125m2 trục kinh doanh mặt phố Vân Trì mặt tiền 8m cực đẹp,132.0,"Xã Vân Nội, Đông Anh, Hà Nội",16500.0,16.5,125.0,,,Có,Không có,,8.0,24.0,,,Xã Vân Nội,Đông Anh,"Xã Vân Nội, Đông Anh, Hà Nội",21.1502841,105.8148521,2025-03-17
https://batdongsan.com.vn/ban-dat-duong-vanh-dai-3-5-xa-di-trach/ban-phan-lo-3-5-tuyet-dep-125m-mt7-m-chi-16-5-ty-pr40885817,Đất,"Bán đất phân lô Di Trạch đường 3,5 tuyệt đẹp 125m2, MT 7 m chỉ 16.5 tỷ",132.0,"Đường Vành Đai 3.5, Xã Di Trạch, Hoài Đức, Hà Nội",16500.0,16.5,125.0,,,Có,Không có,,7.0,15.0,,,Xã Di Trạch,Hoài Đức,"Xã Di Trạch, Hoài Đức, Hà Nội",21.0458514,105.7204476,2025-03-20
https://batdongsan.com.vn/ban-dat-thi-tran-trau-quy/cc-gui-ban-lo-120m2-mat-tien-6-15m-2-mat-tien-truoc-sau-tai-tdc-gia-lam-gia-dau-tu-pr42462753,Đất,"CC gửi bán lô đất 120m2 / Mặt tiền 6,15m 2 mặt tiền trước sau tại TĐC Trâu Quỳ, Gia Lâm. Giá đầu tư",137.5,"Trâu Quỳ, Gia Lâm, Hà Nội",16500.0,16.5,120.0,,,Có,Không có,,6.15,13.5,Tây - Bắc,,Trâu Quỳ,Gia Lâm,"Trâu Quỳ, Gia Lâm, Hà Nội",21.0076936,105.9395758,2025-03-27
https://batdongsan.com.vn/ban-dat-duong-to-huu-phuong-la-khe/ban-mat-doi-van-van-phuc-vt-kinh-doanh-cuc-tot-dt-50m2-mt-5-5m-gia-dau-tu-pr42346688,Đất,"Bán đất mặt đường đôi Văn Khê - Vạn Phúc, VT kinh doanh cực tốt, DT 50m2, MT 5.5m giá đầu tư",330.0,"Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội",16500.0,16.5,50.0,,,Có,Không có,,5.5,24.0,Đông - Nam,,Phường La Khê,Hà Đông,"Phường La Khê, Hà Đông, Hà Nội",20.9696783,105.7601018,2025-03-28
https://batdongsan.com.vn/ban-dat-duong-le-trong-tan-phuong-duong-noi/ban-mat-ha-dong-dt-50m2-gia-8-5-ty-pr33032345,Đất,"Bán đất đấu giá mặt đường Lê Trọng Tấn, giáp đường Lê Quang Đạo kéo dài, DT 50m2, giá tốt",330.0,"Đường Lê Trọng Tấn, Phường Dương Nội, Hà Đông, Hà Nội",16500.0,16.5,50.0,,,Có,Không có,,4.0,3.3,Đông - Bắc,,Phường Dương Nội,Hà Đông,"Phường Dương Nội, Hà Đông, Hà Nội",20.9809284,105.74637,2025-03-30
https://batdongsan.com.vn/ban-dat-duong-vanh-dai-3-5-xa-di-trach/ban-phan-lo-3-5-tuyet-dep-lo-goc110m-mt8m-chi-16-5-ty-pr41210910,Đất,"Bán đất phân lô Di Trạch đường 3,5 tuyệt đẹp lô góc 110m2, MT8m chỉ 16.5 tỷ",150.0,"Đường Vành Đai 3.5, Xã Di Trạch, Hoài Đức, Hà Nội",16500.0,16.5,110.0,,,Có,Không có,,8.0,15.0,,,Xã Di Trạch,Hoài Đức,"Xã Di Trạch, Hoài Đức, Hà Nội",21.0458514,105.7204476,2025-03-31
https://batdongsan.com.vn/ban-dat-duong-le-trong-tan-phuong-duong-noi/ban-gap-manh-50m-mat-kinh-doanh-sieu-dinh-pr38852265,Đất,"Bán gấp mảnh đất 50m2 mặt đường Lê Trọng Tấn, kinh doanh siêu đỉnh",330.0,"Đường Lê Trọng Tấn, Phường Dương Nội, Hà Đông, Hà Nội",16500.0,16.5,50.0,,,Không có,Không có,,4.0,40.0,Đông - Bắc,,Phường Dương Nội,Hà Đông,"Phường Dương Nội, Hà Đông, Hà Nội",20.9809284,105.74637,2025-04-04
https://batdongsan.com.vn/ban-dat-duong-xuan-la-phuong-xuan-la/manh-vang-phan-lo-tong-cuc-ii-105-tay-ho-o-to-tranh-nhau-via-he-kd-60m2-pr42332751,Đất,Mảnh đất vàng - Phân lô Tổng Cục II - 105 Xuân La - Tây Hồ - Ô tô tránh nhau - Vỉa hè - KD 60m2,275.0,"Ngõ 105, Đường Xuân La, Phường Xuân La, Tây Hồ, Hà Nội",16500.0,16.5,60.0,,,Có,Không có,,4.0,8.0,,,Phường Xuân La,Tây Hồ,"Phường Xuân La, Tây Hồ, Hà Nội",21.0684198,105.8072107,2025-04-04
https://batdongsan.com.vn/ban-dat-thi-tran-trau-quy/can-ban-gap-lo-120m2-mat-tien-6-15m-tai-dinh-cu-gia-lam-ha-noi-gia-dau-tu-pr42491566,Đất,"Cần bán gấp lô đất 120m2 mặt tiền 6.15m đất tái định cư Trâu Quỳ, Gia Lâm, Hà Nội. Giá đầu tư",137.5,"Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội",16500.0,16.5,120.0,,,Có,Không có,,6.15,13.5,Bắc,,Thị trấn Trâu Quỳ,Gia Lâm,"Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội",21.0208897,105.9393111,2025-04-04
https://batdongsan.com.vn/ban-dat-duong-truong-chinh-phuong-khuong-thuong/ban-tai-dong-da-ha-noi-gia-sieu-hoi-chi-voi-16-5-ty-93m2-pr42360753,Đất,"Bán đất tại Trường Chinh, Khương Thượng, Đống Đa, Hà Nội, giá siêu hời chỉ với 16,5 tỷ, 93m2",177.4193548,"Đường Trường Chinh, Phường Khương Thượng, Đống Đa, Hà Nội",16500.0,16.5,93.0,,,Có,Không có,,5.8,4.0,,,Phường Khương Thượng,Đống Đa,"Phường Khương Thượng, Đống Đa, Hà Nội",21.0022055,105.8297214,2025-03-19
https://batdongsan.com.vn/ban-dat-duong-truong-dinh-phuong-tan-mai-2/khong-mua-lo-nay-thi-mua-lo-nao-ha-cac-bac-dep-tua-thien-than-mt-7-5m-mai-pr42300579,Đất,"Không mua lô này thì mua lô nào hả các bác - đẹp tựa thiên thần. MT 7.5m - Trương Định, Tân Mai",266.1290323,"Đường Trương Định, Phường Tân Mai, Hoàng Mai, Hà Nội",16500.0,16.5,62.0,,,Có,Không có,,7.5,8.66,Đông - Nam,,Phường Tân Mai,Hoàng Mai,"Phường Tân Mai, Hoàng Mai, Hà Nội",20.9807271,105.8482789,2025-03-12
https://batdongsan.com.vn/ban-dat-duong-truong-chinh-phuong-khuong-thuong/sieu-pham-dong-da-nga-tu-so-92m-mt6-8m-oto-qua-nha-xay-chdv-dong-tien-1-7-ty-nam-pr42181721,Đất,Siêu phẩm! Đất Trường Chinh Đống Đa Ngã Tư Sở 92m*MT6.8m oto qua nhà xây CHDV dòng tiền 1.7tỷ/năm,179.3478261,"Đường Trường Chinh, Phường Khương Thượng, Đống Đa, Hà Nội",16500.0,16.5,92.0,,,Có,Không có,,5.8,4.2,,,Phường Khương Thượng,Đống Đa,"Phường Khương Thượng, Đống Đa, Hà Nội",21.0022055,105.8297214,2025-03-24
https://batdongsan.com.vn/ban-dat-duong-tu-lien-phuong-tu-lien/ban-pho-68m2-mat-tien-5m-o-to-tranh-kinh-doanh-gan-ubnd-phuong-pr40715618,Đất,Bán đất phố Tứ Liên 68m2 mặt tiền 5m đường ô tô tránh kinh doanh gần UBND phường,242.6470588,"Đường Tứ Liên, Phường Tứ Liên, Tây Hồ, Hà Nội",16500.0,16.5,68.0,,,Có,Không có,,5.0,8.0,,,Phường Tứ Liên,Tây Hồ,"Phường Tứ Liên, Tây Hồ, Hà Nội",21.0639907,105.8332415,2025-04-02
https://batdongsan.com.vn/ban-dat-duong-dinh-thon-phuong-my-dinh-1/sieu-pham-mat-pho-lo-goc-68-2m2-mt-3-9m-kinh-doanh-o-to-16-5-ty-pr42346024,Đất,"Siêu phẩm mặt phố, lô góc - 68.2m2 - MT 3.9m - kinh doanh - ô tô - Đình Thôn, Mỹ Đình - 16.5 tỷ",241.9354839,"Đường Đình Thôn, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",16500.0,16.5,68.2,,,Có,Không có,,3.9,7.0,,,Phường Mỹ Đình 1,Nam Từ Liêm,"Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",21.026599,105.7654849,2025-03-21
https://batdongsan.com.vn/ban-dat-duong-phuc-loi-phuong-phuc-loi/ban-114m2-mt5-2m-mat-pho-de-vang-long-bien-gia-16-5-ty-pr42452062,Đất,"Bán 114m2, Mt5,2m, mặt phố Đê Vàng, Phúc Lợi, Long Biên. Giá 16,5 tỷ",144.7368421,"Đường Phúc Lợi, Phường Phúc Lợi, Long Biên, Hà Nội",16500.0,16.5,114.0,,,Có,Không có,,5.2,15.0,,,Phường Phúc Lợi,Long Biên,"Phường Phúc Lợi, Long Biên, Hà Nội",21.0441662,105.9189012,2025-03-17
https://batdongsan.com.vn/ban-dat-phuong-phuc-loi/ban-long-bien-dien-tich-114m2-mat-tien-5-05m-vi-tri-dep-dau-tu-sinh-pr42372730,Đất,"Bán đất Phúc Lợi, Long Biên diện tích: 114m2, mặt tiền: 5,05m, vị trí đẹp, đầu tư sinh lời",144.7368421,"Phường Phúc Lợi, Long Biên, Hà Nội",16500.0,16.5,114.0,,,Có,Không có,,5.05,10.0,Tây - Bắc,,Phường Phúc Lợi,Long Biên,"Phường Phúc Lợi, Long Biên, Hà Nội",21.0441662,105.9189012,2025-03-19
https://batdongsan.com.vn/ban-dat-duong-dai-lo-thang-long-xa-van-con/ngon-bo-re-la-co-that-mat-pho-o-to-tranh-kinh-doanh-mat-tien-rong-dep-pr42278419,Đất,Rẻ là có thật mặt phố - ô tô tránh kinh doanh - mặt tiền rộng đẹp,54.09836066,"Đường Đại lộ Thăng Long, Xã Vân Côn, Hoài Đức, Hà Nội",16500.0,16.5,305.0,,,Có,Không có,,8.304324494949494,7.652945472249271,,,Xã Vân Côn,Hoài Đức,"Xã Vân Côn, Hoài Đức, Hà Nội",21.0029575,105.6687092,2025-02-27
https://batdongsan.com.vn/ban-dat-xa-van-con/ban-manh-305m2-16-5-ty-canh-dai-lo-thang-long-bigc-tran-duy-hung-cau-giay-10-phut-pr42448375,Đất,"Bán mảnh đất 305m2, 16,5 tỷ cạnh Đại Lộ Thăng Long, BigC Trần Duy Hưng, Cầu Giấy 10 phút",54.09836066,"Xã Vân Côn, Hoài Đức, Hà Nội",16500.0,16.5,305.0,,,Có,Không có,,10.1,8.0,,,Xã Vân Côn,Hoài Đức,"Xã Vân Côn, Hoài Đức, Hà Nội",21.0029575,105.6687092,2025-03-16
https://batdongsan.com.vn/ban-dat-xa-van-con/sieu-pham-re-nhat-hoai-duc-nhinh-50tr-m-o-to-tranh-kinh-doanh-pr42278849,Đất,Siêu phẩm rẻ nhất Hoài Đức hơn 50tr/m2 ô tô tránh kinh doanh,54.09836066,"Xã Vân Côn, Hoài Đức, Hà Nội",16500.0,16.5,305.0,,,Có,Không có,,10.1,4.0,Tây - Nam,,Xã Vân Côn,Hoài Đức,"Xã Vân Côn, Hoài Đức, Hà Nội",21.0029575,105.6687092,2025-03-20
https://batdongsan.com.vn/ban-dat-xa-van-con/manh-dep-nhat-hoai-duc-nhinh-50tr-m-vuong-dep-phu-hop-xay-phong-can-ho-dich-vu-nha-dan-pr42358892,Đất,"Mảnh đất đẹp nhất Hoài Đức nhỉnh 50tr/m2 vuông đẹp phù hợp xây văn phòng, căn hộ dịch vụ, nhà dân",53.22580645,"Xã Vân Côn, Hoài Đức, Hà Nội",16500.0,16.5,310.0,,,Có,Không có,,10.1,4.0,Tây - Nam,,Xã Vân Côn,Hoài Đức,"Xã Vân Côn, Hoài Đức, Hà Nội",21.0029575,105.6687092,2025-03-22
https://batdongsan.com.vn/ban-dat-xa-van-tao/ban-1800m2-mat-duong-tran-trong-lieu-thuong-tin-pr42339929,Đất,"Bán 1800m2 đất mặt đường Trần Trọng Liêu, Vân Tảo, Thường Tín",9.166666667,"Xã Vân Tảo, Thường Tín, Hà Nội",16500.0,16.5,1800.0,,,Có,Không có,,27.0,5.9,,,Xã Vân Tảo,Thường Tín,"Xã Vân Tảo, Thường Tín, Hà Nội",20.9263129,105.7609795,2025-03-07
https://batdongsan.com.vn/ban-dat-duong-5-xa-xuan-canh-1/ban-82m2-tai-5-dong-anh-200-trieu-m2-view-dep-pr42309945,Đất,"Bán Đất 82m2 tại Đường 5, Xuân Canh, Đông Anh, 200 triệu / m2, view đẹp",200.0,"Đường 5, Xã Xuân Canh, Đông Anh, Hà Nội",16400.0,16.4,82.0,,,Có,Không có,,5.0,10.0,Đông,,Xã Xuân Canh,Đông Anh,"Xã Xuân Canh, Đông Anh, Hà Nội",21.0950565,105.8526676,2025-03-14
https://batdongsan.com.vn/ban-dat-duong-nguyen-mau-tai-thi-tran-trau-quy/phan-lo-via-he-o-to-tranh-kdoanh-pho-tt-dt-125-m-mt-6-m-gia-16-ty-4-pr42390989,Đất,"Phân lô, vỉa hè, ô tô tránh, kdoanh, phố Nguyễn Mậu Tài, TT Trâu Quỳ, DT 125m2, MT 6m, giá 16tỷ4",131.2,"Đường Nguyễn Mậu Tài, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội",16400.0,16.4,125.0,,,Có,Không có,,8.304324494949494,7.652945472249271,,,Thị trấn Trâu Quỳ,Gia Lâm,"Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội",21.0208897,105.9393111,2025-03-21
